Model,Year_of_Manufacture,Number_of_Engines,Engine_Type,Capacity,Range_(km),Fuel_Consumption_(L/hour),Hourly_Maintenance_Cost_($),Age,Sales_Region,Price_($),Company,Age_Group,HMC_per_person,Engine_Power_Factor,Price_per_Seat,Seats_per_Engine,Company_Popularity,FuelCost_Maint_Index,Engine_to_Capacity
Airbus A320,1997,2,Turbofan,180,6300,12.44,3546.67,28,Africa,91045807.54,Airbus,20-30,19.703722222222222,12,505810.0418888889,90.0,4155,47.9067,0.011111111111111112
Cessna 172,2001,1,Piston,4,1285,24.22,3478.37,24,North America,249298.19,Cessna,20-30,869.5925,1,62324.5475,4.0,2039,59.0037,0.25
Airbus A320,2011,2,Turbofan,180,6300,5.83,4139.86,14,Africa,137853002.93,Airbus,10-20,22.99922222222222,12,765850.0162777778,90.0,4155,47.22859999999999,0.011111111111111112
Airbus A320,2006,2,Turbofan,180,6300,5.94,2205.3,19,Australia,108160134.81,Airbus,10-20,12.251666666666667,12,600889.6378333333,90.0,4155,27.993000000000002,0.011111111111111112
Boeing 777,2003,2,Turbofan,396,15600,12.63,2567.06,22,Africa,480893389.16,Boeing,20-30,6.482474747474748,12,1214377.2453535355,198.0,4132,38.3006,0.005050505050505051
Boeing 777,2008,2,Turbofan,396,15600,13.74,3476.6,17,Europe,598850282.58,Boeing,10-20,8.779292929292929,12,1512248.1883333335,198.0,4132,48.506,0.005050505050505051
Cessna 172,1988,1,Piston,4,1285,19.28,943.46,37,South America,232034.82,Cessna,30-40,235.865,1,58008.705,4.0,2039,28.714600000000004,0.25
Bombardier CRJ200,1994,2,Turbofan,50,3000,7.4,4356.63,31,Asia,12743435.21,Bombardier,30-40,87.1326,12,254868.7042,25.0,2051,50.966300000000004,0.04
Bombardier CRJ200,1997,2,Turbofan,50,3000,7.69,902.03,28,Europe,11158542.88,Bombardier,20-30,18.040599999999998,12,223170.85760000002,25.0,2051,16.7103,0.04
Cessna 172,2007,1,Piston,4,1285,13.02,3975.2,18,Africa,262188.38,Cessna,10-20,993.8,1,65547.095,4.0,2039,52.772000000000006,0.25
Airbus A320,1989,2,Turbofan,180,6300,7.56,4224.12,36,Australia,72052055.73,Airbus,30-40,23.467333333333332,12,400289.1985,90.0,4155,49.8012,0.011111111111111112
Airbus A320,2010,2,Turbofan,180,6300,3.17,2018.12,15,Asia,118159887.88,Airbus,10-20,11.211777777777778,12,656443.8215555556,90.0,4155,23.3512,0.011111111111111112
Airbus A320,2006,2,Turbofan,180,6300,12.49,4826.95,19,Africa,87817011.1,Airbus,10-20,26.816388888888888,12,487872.28388888884,90.0,4155,60.7595,0.011111111111111112
Airbus A320,2020,2,Turbofan,180,6300,6.48,4700.55,5,South America,144069464.14,Airbus,0-10,26.11416666666667,12,800385.9118888888,90.0,4155,53.4855,0.011111111111111112
Cessna 172,2000,1,Piston,4,1285,32.53,1224.43,25,Africa,255820.54,Cessna,20-30,306.1075,1,63955.135,4.0,2039,44.774300000000004,0.25
Boeing 777,1996,2,Turbofan,396,15600,14.93,2646.99,29,South America,405942045.1,Boeing,20-30,6.684318181818181,12,1025106.1744949495,198.0,4132,41.3999,0.005050505050505051
Cessna 172,1983,1,Piston,4,1285,12.96,3556.27,42,Africa,223864.79,Cessna,40+,889.0675,1,55966.1975,4.0,2039,48.5227,0.25
Boeing 737,1990,2,Turbofan,162,5700,3.12,1869.38,35,Asia,52373972.98,Boeing,30-40,11.539382716049383,12,323296.12950617285,81.0,4132,21.813800000000004,0.012345679012345678
Airbus A320,1996,2,Turbofan,180,6300,7.84,506.43,29,Africa,80368224.64,Airbus,20-30,2.8135,12,446490.1368888889,90.0,4155,12.9043,0.011111111111111112
Bombardier CRJ200,1986,2,Turbofan,50,3000,5.73,4996.43,39,Africa,13515923.04,Bombardier,30-40,99.9286,12,270318.4608,25.0,2051,55.6943,0.04
Bombardier CRJ200,2001,2,Turbofan,50,3000,4.08,1762.05,24,North America,12830848.87,Bombardier,20-30,35.241,12,256616.97739999997,25.0,2051,21.700499999999998,0.04
Boeing 777,2003,2,Turbofan,396,15600,13.77,4067.78,22,South America,438856322.34,Boeing,20-30,10.272171717171718,12,1108223.0362121211,198.0,4132,54.4478,0.005050505050505051
Cessna 172,1996,1,Piston,4,1285,19.29,4887.89,29,North America,206281.98,Cessna,20-30,1221.9725,1,51570.495,4.0,2039,68.16890000000001,0.25
Boeing 737,2006,2,Turbofan,162,5700,13.31,1007.78,19,Asia,90223603.39,Boeing,10-20,6.220864197530864,12,556935.8233950618,81.0,4132,23.3878,0.012345679012345678
Boeing 777,2023,2,Turbofan,396,15600,4.14,3362.48,2,South America,659832869.97,Boeing,0-10,8.491111111111111,12,1666244.6211363636,198.0,4132,37.7648,0.005050505050505051
Airbus A320,2016,2,Turbofan,180,6300,7.89,3815.58,9,South America,127214911.32,Airbus,0-10,21.197666666666667,12,706749.5073333333,90.0,4155,46.0458,0.011111111111111112
Bombardier CRJ200,2021,2,Turbofan,50,3000,2.71,4951.76,4,South America,22546898.34,Bombardier,0-10,99.0352,12,450937.9668,25.0,2051,52.2276,0.04
Airbus A320,1998,2,Turbofan,180,6300,6.11,2764.1,27,North America,61111719.04,Airbus,20-30,15.35611111111111,12,339509.5502222222,90.0,4155,33.751,0.011111111111111112
Boeing 777,2023,2,Turbofan,396,15600,13.37,3781.58,2,South America,808486131.34,Boeing,0-10,9.549444444444445,12,2041631.6447979799,198.0,4132,51.1858,0.005050505050505051
Airbus A350,2008,2,Turbofan,350,14800,5.95,4216.5,17,Asia,581825079.56,Airbus,10-20,12.047142857142857,12,1662357.3701714284,175.0,4155,48.115,0.005714285714285714
Airbus A350,2019,2,Turbofan,350,14800,6.12,2293.15,6,North America,561268755.74,Airbus,0-10,6.551857142857143,12,1603625.0164,175.0,4155,29.0515,0.005714285714285714
Airbus A350,2020,2,Turbofan,350,14800,6.07,4827.25,5,Europe,680717085.21,Airbus,0-10,13.792142857142856,12,1944905.9577428573,175.0,4155,54.3425,0.005714285714285714
Airbus A320,2020,2,Turbofan,180,6300,8.85,941.2,5,North America,144515800.36,Airbus,0-10,5.228888888888889,12,802865.5575555556,90.0,4155,18.262,0.011111111111111112
Airbus A350,2020,2,Turbofan,350,14800,12.4,2449.63,5,South America,595140488.71,Airbus,0-10,6.998942857142858,12,1700401.396314286,175.0,4155,36.896300000000004,0.005714285714285714
Cessna 172,2005,1,Piston,4,1285,27.05,3827.64,20,Asia,239557.65,Cessna,10-20,956.91,1,59889.4125,4.0,2039,65.3264,0.25
Boeing 737,1990,2,Turbofan,162,5700,2.68,3982.98,35,North America,56316780.13,Boeing,30-40,24.586296296296297,12,347634.4452469136,81.0,4132,42.5098,0.012345679012345678
Airbus A320,2000,2,Turbofan,180,6300,12.34,557.7,25,North America,75352436.3,Airbus,20-30,3.0983333333333336,12,418624.6461111111,90.0,4155,17.917,0.011111111111111112
Bombardier CRJ200,1998,2,Turbofan,50,3000,14.12,1560.05,27,Australia,11993045.31,Bombardier,20-30,31.201,12,239860.9062,25.0,2051,29.7205,0.04
Boeing 777,2018,2,Turbofan,396,15600,11.23,4367.76,7,Australia,899709112.07,Boeing,0-10,11.029696969696971,12,2271992.7072474747,198.0,4132,54.9076,0.005050505050505051
Airbus A350,1997,2,Turbofan,350,14800,14.56,4888.6,28,Africa,288566418.17,Airbus,20-30,13.967428571428572,12,824475.4804857144,175.0,4155,63.446000000000005,0.005714285714285714
Boeing 777,2017,2,Turbofan,396,15600,12.54,1468.71,8,South America,658708264.89,Boeing,0-10,3.7088636363636365,12,1663404.7093181817,198.0,4132,27.2271,0.005050505050505051
Airbus A350,2006,2,Turbofan,350,14800,7.27,3542.42,19,Europe,460998596.57,Airbus,10-20,10.1212,12,1317138.8473428572,175.0,4155,42.694199999999995,0.005714285714285714
Airbus A320,1981,2,Turbofan,180,6300,3.16,4691.95,44,Europe,84961163.45,Airbus,40+,26.066388888888888,12,472006.4636111111,90.0,4155,50.079499999999996,0.011111111111111112
Bombardier CRJ200,1995,2,Turbofan,50,3000,4.03,4568.51,30,Australia,12103009.14,Bombardier,20-30,91.37020000000001,12,242060.1828,25.0,2051,49.71510000000001,0.04
Boeing 777,1985,2,Turbofan,396,15600,10.05,2149.87,40,Europe,344674518.93,Boeing,30-40,5.428964646464646,12,870390.1993181818,198.0,4132,31.5487,0.005050505050505051
Airbus A320,2005,2,Turbofan,180,6300,2.93,3195.55,20,Asia,78456460.45,Airbus,10-20,17.753055555555555,12,435869.22472222225,90.0,4155,34.88550000000001,0.011111111111111112
Boeing 737,1984,2,Turbofan,162,5700,14.11,1520.41,41,Africa,64112462.71,Boeing,40+,9.385246913580247,12,395755.94265432097,81.0,4132,29.3141,0.012345679012345678
Cessna 172,1983,1,Piston,4,1285,23.08,587.31,42,Asia,216892.86,Cessna,40+,146.8275,1,54223.215,4.0,2039,28.9531,0.25
Airbus A350,2013,2,Turbofan,350,14800,5.58,3325.81,12,Asia,609981164.62,Airbus,10-20,9.502314285714286,12,1742803.3274857143,175.0,4155,38.8381,0.005714285714285714
Boeing 737,1996,2,Turbofan,162,5700,13.82,823.58,29,South America,68111667.31,Boeing,20-30,5.083827160493827,12,420442.39080246916,81.0,4132,22.0558,0.012345679012345678
Airbus A320,1985,2,Turbofan,180,6300,3.01,4809.95,40,Australia,63529004.69,Airbus,30-40,26.721944444444443,12,352938.91494444443,90.0,4155,51.1095,0.011111111111111112
Airbus A350,1999,2,Turbofan,350,14800,4.34,2267.78,26,Europe,399270371.38,Airbus,20-30,6.4793714285714294,12,1140772.489657143,175.0,4155,27.0178,0.005714285714285714
Airbus A320,1998,2,Turbofan,180,6300,14.45,3101.32,27,Africa,71688110.34,Airbus,20-30,17.229555555555557,12,398267.2796666667,90.0,4155,45.4632,0.011111111111111112
Bombardier CRJ200,1988,2,Turbofan,50,3000,6.42,3290.01,37,Europe,12082574.84,Bombardier,30-40,65.8002,12,241651.4968,25.0,2051,39.320100000000004,0.04
Cessna 172,1990,1,Piston,4,1285,27.39,4351.66,35,Asia,202449.34,Cessna,30-40,1087.915,1,50612.335,4.0,2039,70.9066,0.25
Boeing 737,2022,2,Turbofan,162,5700,5.45,3959.44,3,North America,117868767.3,Boeing,0-10,24.44098765432099,12,727584.9833333333,81.0,4132,45.0444,0.012345679012345678
Boeing 777,2010,2,Turbofan,396,15600,4.68,3952.55,15,Africa,565915335.93,Boeing,10-20,9.98118686868687,12,1429079.1311363636,198.0,4132,44.2055,0.005050505050505051
Cessna 172,1997,1,Piston,4,1285,47.27,4744.38,28,South America,171474.79,Cessna,20-30,1186.095,1,42868.6975,4.0,2039,94.7138,0.25
Airbus A350,1988,2,Turbofan,350,14800,6.66,1430.92,37,Australia,373578754.34,Airbus,30-40,4.088342857142857,12,1067367.8695428572,175.0,4155,20.9692,0.005714285714285714
Cessna 172,1991,1,Piston,4,1285,46.03,2572.62,34,South America,188262.22,Cessna,30-40,643.155,1,47065.555,4.0,2039,71.7562,0.25
Cessna 172,2009,1,Piston,4,1285,25.34,4685.02,16,Australia,337392.33,Cessna,10-20,1171.255,1,84348.0825,4.0,2039,72.1902,0.25
Bombardier CRJ200,2020,2,Turbofan,50,3000,2.05,4130.19,5,South America,22655373.82,Bombardier,0-10,82.60379999999999,12,453107.4764,25.0,2051,43.35189999999999,0.04
Airbus A350,2013,2,Turbofan,350,14800,7.48,1940.27,12,Australia,554837976.9,Airbus,10-20,5.543628571428571,12,1585251.3625714285,175.0,4155,26.8827,0.005714285714285714
Bombardier CRJ200,2014,2,Turbofan,50,3000,10.36,670.03,11,North America,18580734.59,Bombardier,10-20,13.400599999999999,12,371614.6918,25.0,2051,17.060299999999998,0.04
Boeing 777,2010,2,Turbofan,396,15600,2.68,1681.3,15,South America,628898907.32,Boeing,10-20,4.245707070707071,12,1588128.5538383839,198.0,4132,19.493,0.005050505050505051
Airbus A320,1985,2,Turbofan,180,6300,8.28,4331.7,40,Africa,73557460.98,Airbus,30-40,24.064999999999998,12,408652.56100000005,90.0,4155,51.597,0.011111111111111112
Boeing 777,2003,2,Turbofan,396,15600,14.71,2372.32,22,Africa,448378373.67,Boeing,20-30,5.990707070707071,12,1132268.6203787879,198.0,4132,38.4332,0.005050505050505051
Boeing 777,1989,2,Turbofan,396,15600,4.25,1813.4,36,North America,372404735.47,Boeing,30-40,4.579292929292929,12,940415.9986616162,198.0,4132,22.384,0.005050505050505051
Boeing 737,1980,2,Turbofan,162,5700,13.84,2207.15,45,South America,54894102.22,Boeing,40+,13.624382716049384,12,338852.4828395062,81.0,4132,35.911500000000004,0.012345679012345678
Airbus A320,2002,2,Turbofan,180,6300,2.63,4704.85,23,North America,106970994.85,Airbus,20-30,26.138055555555557,12,594283.3047222222,90.0,4155,49.67850000000001,0.011111111111111112
Airbus A350,2014,2,Turbofan,350,14800,9.36,1446.24,11,Asia,583619806.04,Airbus,10-20,4.132114285714286,12,1667485.1601142855,175.0,4155,23.822400000000002,0.005714285714285714
Bombardier CRJ200,2011,2,Turbofan,50,3000,10.44,2313.67,14,Africa,18557520.87,Bombardier,10-20,46.2734,12,371150.41740000003,25.0,2051,33.5767,0.04
Boeing 777,1980,2,Turbofan,396,15600,10.3,3641.32,45,Africa,372586711.85,Boeing,40+,9.195252525252526,12,940875.5349747476,198.0,4132,46.7132,0.005050505050505051
Boeing 777,2018,2,Turbofan,396,15600,3.67,2422.01,7,Europe,695785304.41,Boeing,0-10,6.116186868686869,12,1757033.5969949495,198.0,4132,27.890100000000004,0.005050505050505051
Boeing 737,2015,2,Turbofan,162,5700,8.18,4764.31,10,North America,118235038.87,Boeing,0-10,29.409320987654322,12,729845.9189506173,81.0,4132,55.823100000000004,0.012345679012345678
Airbus A320,2006,2,Turbofan,180,6300,6.03,2740.77,19,South America,95698291.46,Airbus,10-20,15.2265,12,531657.1747777777,90.0,4155,33.4377,0.011111111111111112
Airbus A350,2005,2,Turbofan,350,14800,13.27,4153.85,20,Europe,460997012.46,Airbus,10-20,11.868142857142859,12,1317134.3213142857,175.0,4155,54.80850000000001,0.005714285714285714
Airbus A320,2021,2,Turbofan,180,6300,11.92,3048.45,4,Africa,152329762.67,Airbus,0-10,16.93583333333333,12,846276.4592777777,90.0,4155,42.4045,0.011111111111111112
Airbus A350,1994,2,Turbofan,350,14800,4.97,1114.26,31,North America,365992616.47,Airbus,30-40,3.1835999999999998,12,1045693.1899142858,175.0,4155,16.1126,0.005714285714285714
Boeing 737,2007,2,Turbofan,162,5700,2.09,2510.47,18,Australia,100431147.23,Boeing,10-20,15.496728395061727,12,619945.353271605,81.0,4132,27.194699999999997,0.012345679012345678
Airbus A320,2013,2,Turbofan,180,6300,6.68,4187.29,12,South America,149949282.1,Airbus,10-20,23.262722222222223,12,833051.5672222222,90.0,4155,48.5529,0.011111111111111112
Bombardier CRJ200,2023,2,Turbofan,50,3000,14.43,3661.83,2,North America,25238230.51,Bombardier,0-10,73.2366,12,504764.61020000005,25.0,2051,51.0483,0.04
Boeing 777,2021,2,Turbofan,396,15600,7.2,2891.03,4,Australia,773596798.27,Boeing,0-10,7.300580808080809,12,1953527.268358586,198.0,4132,36.1103,0.005050505050505051
Cessna 172,1997,1,Piston,4,1285,15.06,1841.68,28,Africa,222855.13,Cessna,20-30,460.42,1,55713.7825,4.0,2039,33.476800000000004,0.25
Airbus A320,1984,2,Turbofan,180,6300,6.71,4291.5,41,Europe,75392855.73,Airbus,40+,23.841666666666665,12,418849.1985,90.0,4155,49.625,0.011111111111111112
Airbus A320,1998,2,Turbofan,180,6300,9.82,1395.18,27,Asia,94680753.31,Airbus,20-30,7.751,12,526004.1850555555,90.0,4155,23.7718,0.011111111111111112
Bombardier CRJ200,2009,2,Turbofan,50,3000,7.37,773.07,16,South America,13572407.76,Bombardier,10-20,15.461400000000001,12,271448.1552,25.0,2051,15.1007,0.04
Airbus A350,1997,2,Turbofan,350,14800,12.76,3869.02,28,Australia,431867442.23,Airbus,20-30,11.054342857142856,12,1233906.9778,175.0,4155,51.450199999999995,0.005714285714285714
Cessna 172,2011,1,Piston,4,1285,11.55,3970.59,14,Europe,330198.87,Cessna,10-20,992.6475,1,82549.7175,4.0,2039,51.2559,0.25
Boeing 777,1981,2,Turbofan,396,15600,12.85,4706.7,44,Europe,342634434.94,Boeing,40+,11.88560606060606,12,865238.472070707,198.0,4132,59.917,0.005050505050505051
Boeing 737,2014,2,Turbofan,162,5700,5.94,4291.41,11,Asia,93133487.02,Boeing,10-20,26.490185185185183,12,574898.0680246913,81.0,4132,48.854099999999995,0.012345679012345678
Airbus A320,1986,2,Turbofan,180,6300,2.4,1208.17,39,North America,58521690.44,Airbus,30-40,6.712055555555556,12,325120.50244444446,90.0,4155,14.481700000000002,0.011111111111111112
Boeing 777,1988,2,Turbofan,396,15600,5.13,4761.06,37,Australia,388551501.17,Boeing,30-40,12.022878787878788,12,981190.6595202021,198.0,4132,52.74060000000001,0.005050505050505051
Airbus A350,1980,2,Turbofan,350,14800,9.54,4678.28,45,Europe,367038632.36,Airbus,40+,13.366514285714285,12,1048681.8067428572,175.0,4155,56.3228,0.005714285714285714
Boeing 737,1989,2,Turbofan,162,5700,13.85,3501.67,36,Asia,71046534.31,Boeing,30-40,21.615246913580247,12,438558.85376543214,81.0,4132,48.8667,0.012345679012345678
Airbus A350,1993,2,Turbofan,350,14800,4.43,674.6,32,North America,315762748.76,Airbus,30-40,1.9274285714285715,12,902179.2821714286,175.0,4155,11.176,0.005714285714285714
Airbus A350,1999,2,Turbofan,350,14800,11.97,4240.61,26,Africa,339212172.84,Airbus,20-30,12.11602857142857,12,969177.6366857142,175.0,4155,54.376099999999994,0.005714285714285714
Boeing 777,2009,2,Turbofan,396,15600,2.0,2900.99,16,Australia,486474552.16,Boeing,10-20,7.325732323232323,12,1228471.0913131314,198.0,4132,31.0099,0.005050505050505051
Boeing 737,2001,2,Turbofan,162,5700,4.71,1585.6,24,Asia,76429812.7,Boeing,20-30,9.787654320987654,12,471788.96728395065,81.0,4132,20.566,0.012345679012345678
Airbus A320,1983,2,Turbofan,180,6300,4.49,1758.53,42,North America,73545271.86,Airbus,40+,9.76961111111111,12,408584.84366666665,90.0,4155,22.0753,0.011111111111111112
Airbus A350,1984,2,Turbofan,350,14800,13.25,2769.19,41,South America,365642688.56,Airbus,40+,7.911971428571428,12,1044693.3958857143,175.0,4155,40.941900000000004,0.005714285714285714
Airbus A350,1991,2,Turbofan,350,14800,11.72,2103.82,34,Europe,368220813.77,Airbus,30-40,6.0109142857142865,12,1052059.4679142856,175.0,4155,32.7582,0.005714285714285714
Boeing 777,2004,2,Turbofan,396,15600,12.62,2978.11,21,Asia,485091513.39,Boeing,20-30,7.520479797979799,12,1224978.5691666666,198.0,4132,42.4011,0.005050505050505051
Boeing 737,1995,2,Turbofan,162,5700,14.8,680.31,30,Africa,79330370.79,Boeing,20-30,4.1994444444444445,12,489693.6468518519,81.0,4132,21.6031,0.012345679012345678
Airbus A350,1995,2,Turbofan,350,14800,3.98,2225.67,30,Australia,326431051.45,Airbus,20-30,6.359057142857143,12,932660.147,175.0,4155,26.236700000000003,0.005714285714285714
Boeing 737,1992,2,Turbofan,162,5700,9.63,3136.0,33,Africa,69504022.47,Boeing,30-40,19.358024691358025,12,429037.1757407407,81.0,4132,40.99,0.012345679012345678
Bombardier CRJ200,1986,2,Turbofan,50,3000,12.87,2505.78,39,South America,11633971.52,Bombardier,30-40,50.1156,12,232679.43039999998,25.0,2051,37.927800000000005,0.04
Bombardier CRJ200,1993,2,Turbofan,50,3000,10.63,2919.61,32,Africa,10057062.5,Bombardier,30-40,58.3922,12,201141.25,25.0,2051,39.826100000000004,0.04
Airbus A350,2023,2,Turbofan,350,14800,7.13,4027.87,2,North America,672197743.96,Airbus,0-10,11.5082,12,1920564.9827428572,175.0,4155,47.4087,0.005714285714285714
Boeing 777,1990,2,Turbofan,396,15600,6.98,4696.92,35,Australia,413747311.37,Boeing,30-40,11.860909090909091,12,1044816.4428535354,198.0,4132,53.949200000000005,0.005050505050505051
Bombardier CRJ200,1982,2,Turbofan,50,3000,2.26,3782.85,43,Australia,11998234.95,Bombardier,40+,75.657,12,239964.699,25.0,2051,40.088499999999996,0.04
Cessna 172,2013,1,Piston,4,1285,31.09,4452.14,12,Asia,292311.79,Cessna,10-20,1113.035,1,73077.9475,4.0,2039,75.6114,0.25
Boeing 777,2010,2,Turbofan,396,15600,8.29,4684.42,15,Australia,526898581.5,Boeing,10-20,11.829343434343434,12,1330551.9734848484,198.0,4132,55.1342,0.005050505050505051
Boeing 777,1992,2,Turbofan,396,15600,5.21,4111.95,33,North America,396536721.28,Boeing,30-40,10.38371212121212,12,1001355.3567676767,198.0,4132,46.3295,0.005050505050505051
Boeing 737,2022,2,Turbofan,162,5700,13.84,4548.26,3,Europe,124772756.39,Boeing,0-10,28.07567901234568,12,770202.1999382717,81.0,4132,59.32260000000001,0.012345679012345678
Boeing 737,1995,2,Turbofan,162,5700,12.12,3546.92,30,Australia,67838913.57,Boeing,20-30,21.89456790123457,12,418758.7257407407,81.0,4132,47.5892,0.012345679012345678
Airbus A350,2000,2,Turbofan,350,14800,9.81,1089.57,25,Asia,401989789.98,Airbus,20-30,3.1130571428571425,12,1148542.2570857143,175.0,4155,20.7057,0.005714285714285714
Airbus A320,1997,2,Turbofan,180,6300,4.38,1196.79,28,South America,74183508.3,Airbus,20-30,6.648833333333333,12,412130.6016666666,90.0,4155,16.3479,0.011111111111111112
Boeing 737,2005,2,Turbofan,162,5700,7.62,2142.71,20,Europe,75801225.71,Boeing,10-20,13.226604938271604,12,467908.8006790123,81.0,4132,29.0471,0.012345679012345678
Boeing 737,1982,2,Turbofan,162,5700,4.37,2766.61,43,South America,64686905.68,Boeing,40+,17.07783950617284,12,399301.88691358024,81.0,4132,32.0361,0.012345679012345678
Bombardier CRJ200,2010,2,Turbofan,50,3000,10.29,3082.89,15,Australia,20808173.03,Bombardier,10-20,61.657799999999995,12,416163.46060000005,25.0,2051,41.1189,0.04
Cessna 172,1989,1,Piston,4,1285,40.6,2010.24,36,North America,222059.86,Cessna,30-40,502.56,1,55514.965,4.0,2039,60.7024,0.25
Boeing 737,1995,2,Turbofan,162,5700,8.29,2447.45,30,Europe,70986971.56,Boeing,20-30,15.107716049382715,12,438191.1824691358,81.0,4132,32.7645,0.012345679012345678
Airbus A350,1985,2,Turbofan,350,14800,3.12,1894.31,40,Australia,429665303.3,Airbus,30-40,5.412314285714285,12,1227615.1522857144,175.0,4155,22.063100000000002,0.005714285714285714
Cessna 172,2001,1,Piston,4,1285,46.93,909.21,24,Australia,221302.21,Cessna,20-30,227.3025,1,55325.5525,4.0,2039,56.0221,0.25
Boeing 737,1983,2,Turbofan,162,5700,9.7,2105.25,42,North America,65888033.91,Boeing,40+,12.99537037037037,12,406716.2587037037,81.0,4132,30.7525,0.012345679012345678
Bombardier CRJ200,1989,2,Turbofan,50,3000,2.57,4260.07,36,Australia,12569397.03,Bombardier,30-40,85.20139999999999,12,251387.94059999997,25.0,2051,45.1707,0.04
